,AU1L,AU1R,AU2L,AU2R,AU4L,AU4R,AU6L,AU6R,AU9,AU10,AU13L,AU13R,AU18,AU22,AU27
48,0.0150329545,-0.0045824796,-0.0071666315,0.014997801,1.0506456,1.1116667,-0.1125387,-0.100404315,-0.054552004,0.18862537,0.12469687,0.049945354,0.033694215,-0.0067040026,0.004058644
49,0.015850693,-0.0040567555,-0.006348677,0.016134277,1.0414395,1.1037112,-0.1110786,-0.09683188,-0.056500778,0.18293425,0.12281887,0.050255448,0.034345485,-0.008087754,0.005363092
50,0.016887546,-0.0032636002,-0.0052473024,0.017567862,1.0314318,1.094976,-0.10954008,-0.093136735,-0.05837637,0.17660667,0.12064022,0.050434723,0.035004273,-0.009261832,0.006793469
51,0.01799427,-0.002283547,-0.003981307,0.019201607,1.0209779,1.0858473,-0.10793496,-0.08924904,-0.060234085,0.16970809,0.11819102,0.05050537,0.03579022,-0.010338053,0.008282274
52,0.01898206,-0.0012605153,-0.002712667,0.02092565,1.0101582,1.0763988,-0.10617735,-0.08507004,-0.062174007,0.16235068,0.115508266,0.050485075,0.03676211,-0.01140916,0.009701461
53,0.019732475,-0.00029697642,-0.0015396923,0.022684071,0.9988523,1.0664995,-0.104195155,-0.08053904,-0.064232245,0.15455487,0.11258587,0.050375298,0.037898652,-0.012495294,0.010952339
54,0.020219259,0.00058734044,-0.0004767254,0.024482403,0.9869265,1.0560217,-0.10195718,-0.07562909,-0.066399485,0.14627413,0.10938914,0.05016215,0.039169498,-0.013578378,0.012003347
55,0.02046869,0.0014253967,0.0005069375,0.026355077,0.9743234,1.0449185,-0.09944638,-0.070320435,-0.06866546,0.13746326,0.1058795,0.049826056,0.04057665,-0.0146423355,0.012867197
56,0.020525686,0.0022683404,0.0014564395,0.02833893,0.9610458,1.0331986,-0.0966345,-0.0645841,-0.07103145,0.12810607,0.10202006,0.049348548,0.042143196,-0.015683401,0.013571337
57,0.02044011,0.0031644963,0.0024165064,0.030462656,0.947117,1.0208831,-0.09347787,-0.058379196,-0.07349783,0.11820568,0.09776705,0.04871358,0.043888316,-0.016703848,0.014139853
58,0.020266257,0.004156936,0.0034326762,0.03274781,0.93256265,1.0079948,-0.08992379,-0.051653273,-0.0760531,0.10776846,0.09306127,0.04790327,0.045815557,-0.017706431,0.014592066
59,0.0200634,0.005285416,0.004550785,0.035210416,0.9174127,0.99456394,-0.085914336,-0.044341348,-0.07867375,0.09679817,0.08782544,0.046894774,0.047915526,-0.018695768,0.014943898
60,0.019893866,0.006586436,0.00581564,0.037861478,0.9017036,0.98063296,-0.08138455,-0.036361925,-0.08133049,0.08529706,0.08196476,0.045658737,0.050172493,-0.019681543,0.015207164
61,0.019820295,0.008092254,0.007268809,0.040707298,0.88547605,0.9662525,-0.07625838,-0.02761475,-0.08399251,0.07326748,0.07536846,0.04415813,0.05256714,-0.020680252,0.015388519
62,0.019750006,0.009700578,0.008822039,0.04366862,0.86866575,0.9513743,-0.0704493,-0.017942838,-0.086597145,0.060616147,0.06791235,0.042405978,0.055016577,-0.02172321,0.015373379
63,0.019992925,0.011658814,0.010718726,0.04690919,0.8513744,0.9361328,-0.06382335,-0.0072091743,-0.08916794,0.047423255,0.059470154,0.040302724,0.057584435,-0.02283537,0.015332364
64,0.020710405,0.014059056,0.013058126,0.050470483,0.83369714,0.92059815,-0.056234844,0.0047170743,-0.09170544,0.033772353,0.04993123,0.037787363,0.06028235,-0.024052791,0.015327267
65,0.021970004,0.016897004,0.015858144,0.054342,0.81564206,0.90476876,-0.04755368,0.01799424,-0.09409805,0.019642988,0.039218307,0.03489858,0.06299196,-0.025394,0.015331589
66,0.023889907,0.020218758,0.019176945,0.058564052,0.7972223,0.8886649,-0.03766755,0.032766975,-0.096240714,0.0050373697,0.0273567,0.031731427,0.065619335,-0.02689027,0.015365258
67,0.02667329,0.024149016,0.023131207,0.0632461,0.7785076,0.8723339,-0.026465662,0.049125306,-0.09810029,-0.009922856,0.014547378,0.02843757,0.068142384,-0.028591618,0.015532017
68,0.0306046,0.028863207,0.027881242,0.0685526,0.7595945,0.85579365,-0.013841122,0.06708052,-0.09967016,-0.02499936,0.0012155473,0.025271162,0.0705457,-0.030546896,0.015999593
69,0.036031257,0.034555364,0.03361833,0.074679255,0.74062115,0.8390515,0.00027734786,0.08654639,-0.10092269,-0.039862286,-0.01199019,0.022600353,0.072775245,-0.032795258,0.016974412
70,0.043326072,0.04140953,0.04054743,0.08181556,0.7218157,0.82217294,0.015908651,0.10734856,-0.10181549,-0.05411369,-0.02429232,0.02084057,0.0747451,-0.035378046,0.01866971
71,0.052857548,0.04958885,0.048881844,0.09011617,0.70351404,0.80532336,0.033042334,0.12927467,-0.10231176,-0.06733892,-0.034974933,0.020336062,0.07635583,-0.0383505,0.021274745
72,0.064983375,0.059256323,0.05885544,0.09969636,0.686124,0.7887567,0.051673442,0.15213603,-0.102362305,-0.07920004,-0.043589592,0.021267936,0.077494785,-0.04177586,0.024946377
73,0.08004028,0.07060594,0.07072954,0.110639,0.67006975,0.7727793,0.07179691,0.17577462,-0.10185704,-0.08953146,-0.050061136,0.02364242,0.07803647,-0.04569801,0.02982679
74,0.09831808,0.083886534,0.08477973,0.122998804,0.6557482,0.75771695,0.093354404,0.20000789,-0.10061064,-0.098379,-0.05465348,0.027341977,0.077873975,-0.050108552,0.03607724
75,0.12002381,0.0993993,0.10126313,0.13679688,0.64349884,0.74389124,0.11618487,0.22456804,-0.09842126,-0.10595401,-0.057846457,0.03217894,0.07698099,-0.054930277,0.043904357
76,0.14524546,0.11745544,0.12036682,0.15201285,0.63357985,0.7315975,0.14003506,0.24910277,-0.09517808,-0.11252062,-0.060191616,0.03791724,0.075467765,-0.060030937,0.05355098
77,0.17391936,0.13829705,0.14214887,0.16858232,0.62615985,0.7210864,0.1646348,0.27324334,-0.090950266,-0.118266374,-0.06218563,0.044273958,0.07359289,-0.06526241,0.06524324
78,0.20581105,0.16201606,0.16649961,0.18641058,0.6213178,0.7125426,0.18979436,0.29669505,-0.085997194,-0.123221286,-0.06418413,0.050934717,0.07171275,-0.070502885,0.07911754
79,0.24050023,0.18849395,0.19312829,0.20537913,0.6190484,0.706069,0.2154493,0.31928566,-0.08068289,-0.12726836,-0.06637597,0.057593927,0.07018134,-0.075675204,0.09514856
80,0.27732587,0.2173376,0.22154216,0.22530207,0.6192625,0.70168495,0.24160412,0.3409352,-0.07532278,-0.13025098,-0.06882469,0.0640026,0.06922661,-0.08072879,0.113075785
81,0.3153286,0.24784407,0.2510231,0.24585563,0.6217361,0.6993001,0.2681975,0.36158043,-0.07002026,-0.13214764,-0.07155162,0.07002768,0.06883331,-0.085591145,0.1323683
82,0.35327598,0.279062,0.28064632,0.26655662,0.62605965,0.6986957,0.2949791,0.38111976,-0.06461248,-0.1331864,-0.07459223,0.075715624,0.068723276,-0.090130694,0.15229627
83,0.38971037,0.3098766,0.30928156,0.28675294,0.6318344,0.6996748,0.32146403,0.3993711,-0.05884227,-0.1337033,-0.077921435,0.08128875,0.06853028,-0.09417976,0.17203552
84,0.422757,0.3388576,0.33538824,0.3054482,0.6391466,0.7023816,0.34687877,0.41594386,-0.052604422,-0.1338076,-0.08122711,0.087090924,0.06799708,-0.09757949,0.19057927
85,0.4495042,0.363707,0.35647604,0.32083985,0.64899284,0.7075227,0.36995173,0.4299645,-0.045853183,-0.13325837,-0.08366999,0.093675375,0.066799015,-0.100129105,0.20630768
86,0.4652196,0.3806011,0.36844862,0.32977515,0.66344357,0.7164108,0.38854188,0.4397334,-0.03817776,-0.13167211,-0.08377424,0.10206204,0.06405164,-0.10143652,0.21644956
87,0.46316352,0.3841273,0.365501,0.3276861,0.68559706,0.73100007,0.39938703,0.4425303,-0.028718099,-0.12861574,-0.07949582,0.1137514,0.05818762,-0.10085104,0.21695611
88,0.43613094,0.36865377,0.34158084,0.309776,0.7188572,0.7535783,0.39849555,0.43498787,-0.016897053,-0.123383634,-0.06871399,0.12997507,0.047660753,-0.09764912,0.20335849
89,0.3802703,0.3313407,0.29384273,0.2736889,0.7648338,0.78544104,0.38258642,0.41441417,-0.0035696551,-0.11495789,-0.050455645,0.15022744,0.032139003,-0.091457106,0.17285994
90,0.2991277,0.27494675,0.22611988,0.22206286,0.8207037,0.82488817,0.35106227,0.3806192,0.008461669,-0.102603965,-0.026245102,0.17116655,0.013269246,-0.08267653,0.12672909
91,0.20420825,0.20773141,0.1489775,0.16249791,0.87841463,0.8662079,0.30717987,0.3369827,0.015454158,-0.08686108,-0.00019206107,0.18740286,-0.005789615,-0.07256251,0.07116176
92,0.11105101,0.14037082,0.075629294,0.10456879,0.9273352,0.9013677,0.25745866,0.2897026,0.015173644,-0.070147745,0.022545308,0.19426663,-0.021995552,-0.062727086,0.0153855905
93,0.033015117,0.08181599,0.016498335,0.05576653,0.95997834,0.92458117,0.20905332,0.24488336,0.008847304,-0.055551343,0.038409278,0.19036198,-0.033942733,-0.05433117,-0.032607466
94,-0.023109078,0.036800593,-0.023738302,0.019648902,0.97557694,0.9352093,0.16693762,0.2057645,0.0008128062,-0.04485535,0.047180563,0.17809145,-0.042467352,-0.047475897,-0.06914887
95,-0.05654557,0.0067127123,-0.044957697,-0.002717711,0.9787252,0.9365287,0.13329127,0.17255113,-0.0048330724,-0.037269842,0.051074818,0.16137013,-0.04904402,-0.041539796,-0.09359719
96,-0.06963439,-0.008589461,-0.049233317,-0.011585172,0.9759089,0.93314517,0.108317584,0.14403898,-0.007902399,-0.029670043,0.052374773,0.14251721,-0.05301419,-0.036344253,-0.105761394
97,-0.06705883,-0.011319373,-0.040441975,-0.0094791725,0.97170204,0.92833215,0.09083079,0.119182505,-0.011073351,-0.019479072,0.052098565,0.122388646,-0.052301213,-0.032497533,-0.10693975
98,-0.05527082,-0.0060532764,-0.023740113,-0.00073314086,0.9669574,0.92260605,0.0789725,0.0978114,-0.015751138,-0.0070749144,0.05065556,0.102582656,-0.046687808,-0.030424364,-0.10137978
99,-0.040058613,0.0025017187,-0.0036762357,0.010930702,0.9602698,0.9149003,0.07102841,0.080482855,-0.020183995,0.004631069,0.04869578,0.08616267,-0.038956113,-0.029540807,-0.09419991
100,-0.025135666,0.011260308,0.016654707,0.023230454,0.9510836,0.905218,0.06544639,0.06740895,-0.022458032,0.013048483,0.04685241,0.07521586,-0.031858716,-0.02916488,-0.08877708
101,-0.012702987,0.018417265,0.03514938,0.0345347,0.94013166,0.8946838,0.0606936,0.05779632,-0.023227066,0.01771319,0.045186162,0.06887491,-0.025678985,-0.029441409,-0.08662103
102,-0.0039353967,0.022821402,0.050555024,0.04366436,0.9280273,0.88392043,0.055674493,0.050460525,-0.02434881,0.019520707,0.0433191,0.064643994,-0.01938415,-0.030728199,-0.08839482
103,0.0014361739,0.024256904,0.06286878,0.05039523,0.9148987,0.8727421,0.050169777,0.04464273,-0.02644284,0.019271482,0.04087308,0.060679056,-0.012687214,-0.03281855,-0.09411107
104,0.00533621,0.023913097,0.07340692,0.055648938,0.90076464,0.86079794,0.044730976,0.04016704,-0.028423086,0.017029503,0.03769864,0.05668807,-0.0065285116,-0.03504795,-0.102733
105,0.010739431,0.024280677,0.084278926,0.061150827,0.8856304,0.8479346,0.040227547,0.03728184,-0.028634265,0.012190806,0.033830956,0.053636327,-0.0023305565,-0.036816336,-0.11209415
106,0.02069018,0.028458066,0.097623825,0.06879917,0.86927986,0.8341488,0.03740948,0.036624543,-0.026178077,0.0037886915,0.029284418,0.053089246,-0.0011329874,-0.03793075,-0.11934164
107,0.03672915,0.038685825,0.11436598,0.07959888,0.85160905,0.81997967,0.03615779,0.038690068,-0.022282854,-0.008540107,0.023795381,0.05584593,-0.0024175867,-0.038770862,-0.12197377
108,0.055101003,0.05263884,0.13161969,0.09136966,0.83439845,0.8078653,0.03390414,0.041701354,-0.022336066,-0.021486448,0.016960949,0.05859475,-0.001743488,-0.040556632,-0.12068376
109,0.06657824,0.060788445,0.14345255,0.098295316,0.8206525,0.79979616,0.028053619,0.04300879,-0.031407148,-0.028791102,0.009120122,0.054681182,0.0055525154,-0.04413645,-0.12312652
110,0.07273524,0.06026001,0.15198305,0.10049303,0.80825126,0.7913896,0.024518825,0.047567196,-0.041229784,-0.03283498,0.0018628389,0.04713182,0.012354635,-0.04680118,-0.13495915
111,0.08641557,0.062062237,0.1663919,0.10585155,0.79582405,0.78067905,0.028648041,0.058899052,-0.04192446,-0.03903708,-0.002495706,0.04419279,0.0114720315,-0.046517238,-0.1493635
112,0.11250462,0.073614396,0.18957633,0.117805295,0.7863893,0.7716161,0.038109954,0.07337974,-0.03766744,-0.044848595,-0.0039042085,0.045104787,0.007898815,-0.045883365,-0.15863286
113,0.14682429,0.092682675,0.21833524,0.1338596,0.7815001,0.7666422,0.04981607,0.08844923,-0.03625919,-0.046356052,-0.0038283765,0.045196295,0.008132458,-0.0472885,-0.16277312
114,0.1859648,0.11535424,0.25064075,0.15178478,0.7799519,0.76431274,0.06327017,0.10453348,-0.03817369,-0.04389802,-0.0028136522,0.043123364,0.0117726475,-0.05029974,-0.16455092
115,0.2313114,0.14174226,0.28794372,0.17219278,0.77983296,0.76209337,0.0799114,0.12305242,-0.038847953,-0.040056035,-0.00029432774,0.04095128,0.014615938,-0.053507134,-0.1643302
116,0.28513497,0.17394775,0.3319164,0.1964142,0.7807531,0.75950557,0.10051074,0.14411105,-0.036099955,-0.03545488,0.0043360293,0.039868206,0.015132099,-0.056719176,-0.16080953
117,0.34905088,0.21450642,0.38340572,0.22580695,0.78279984,0.75715715,0.12511975,0.16731921,-0.031247973,-0.029135665,0.011007965,0.039481997,0.014741093,-0.060526505,-0.15148862
118,0.42432696,0.26556817,0.44285652,0.26152617,0.785362,0.7550665,0.15418403,0.19307905,-0.025449976,-0.020894209,0.019111663,0.039649785,0.014305435,-0.06527732,-0.13363458
119,0.5105515,0.32708663,0.50967526,0.30358624,0.7874257,0.7526634,0.18797752,0.22170329,-0.018371135,-0.011356255,0.028022215,0.04054004,0.013102643,-0.07098372,-0.10638206
120,0.60545444,0.39738908,0.58215046,0.35127583,0.7879692,0.7494304,0.22573298,0.25248516,-0.009889431,-0.0011493615,0.03703613,0.04188563,0.010511026,-0.0775941,-0.0704094
121,0.7052863,0.47394156,0.65775585,0.40350598,0.7861278,0.7451145,0.26537886,0.28365272,-0.00081053376,0.009102581,0.04503858,0.04290916,0.006834656,-0.085040994,-0.02777566
122,0.80541843,0.553782,0.73378634,0.45889145,0.7813111,0.7396413,0.30368313,0.312671,0.0078057796,0.01845959,0.050509438,0.042711094,0.0029851347,-0.09306262,0.017752789
123,0.90142184,0.6343541,0.8081758,0.5161488,0.7730554,0.73287356,0.33680308,0.33679157,0.015309021,0.025778541,0.051824078,0.040535614,4.1998923e-05,-0.10105742,0.061390966
124,0.9898149,0.7138301,0.87983036,0.5744318,0.76001865,0.7235985,0.360876,0.35354054,0.02188342,0.030111367,0.04774517,0.035795137,-0.0014099777,-0.10797817,0.09872654
125,1.067714,0.7901892,0.9480448,0.63282496,0.7376951,0.7071537,0.37182313,0.36018917,0.029409416,0.03045641,0.037469104,0.028182432,-0.0025448538,-0.1120275,0.12664443
126,1.1295359,0.8581943,1.0095826,0.6878811,0.69410264,0.6707878,0.3627914,0.3502606,0.042903475,0.024326453,0.019282967,0.018013045,-0.0077814087,-0.10980854,0.14278346
127,1.1581724,0.90270144,1.0515263,0.72918063,0.60720396,0.5901098,0.31791812,0.30557176,0.06840038,0.0077932873,-0.009956747,0.005654514,-0.023212023,-0.0957452,0.14216453
128,1.1281955,0.903149,1.053067,0.74686426,0.47086358,0.45427674,0.2172173,0.20069924,0.09563598,-0.014027765,-0.045784548,-0.012318149,-0.042700402,-0.067733996,0.116769046
129,1.048105,0.8680306,1.0158559,0.7614386,0.33426252,0.31071544,0.07925835,0.053128272,0.08487918,-0.017799845,-0.068319306,-0.044047177,-0.037498154,-0.039741404,0.07668682
130,0.9723635,0.83478725,0.9813138,0.80311304,0.23062938,0.20194086,-0.032971404,-0.063607775,0.033807173,-0.0017107255,-0.06858182,-0.07882552,-0.008233637,-0.027768292,0.05870641
131,0.95668,0.8343179,0.9967185,0.8606603,0.15592693,0.12743343,-0.09789706,-0.1257585,0.008018218,0.0061292225,-0.04393238,-0.086590305,-0.0034855157,-0.019284584,0.06732361
132,0.9984674,0.8689766,1.0457243,0.9202769,0.1087016,0.082764074,-0.12495463,-0.147295,0.010947451,0.004071119,-0.013461664,-0.07751356,-0.016131796,-0.007885531,0.08933751
133,1.0548487,0.9151779,1.0934879,0.9735906,0.080972105,0.06030783,-0.13479412,-0.14860436,0.01002726,0.00225989,0.0046808273,-0.07202886,-0.017034195,0.00039030612,0.11830351
134,1.1025372,0.95699173,1.1272451,1.0143675,0.065097846,0.05051215,-0.13587722,-0.13996369,0.0023800582,0.0009531849,0.011499286,-0.0707282,-0.007313594,0.0039076135,0.14866795
135,1.1406717,0.99218243,1.1513052,1.043538,0.055304557,0.045433678,-0.13113332,-0.12598097,-0.0012984276,-0.0027420423,0.012653962,-0.068155274,0.0004918203,0.0059688464,0.17739466
136,1.1714878,1.0222182,1.1696613,1.0654093,0.04892175,0.042361874,-0.12441673,-0.11086499,3.3788383e-05,-0.008574946,0.009993941,-0.06443648,0.0042026937,0.00790821,0.20351857
137,1.1953361,1.0474721,1.1829935,1.0826622,0.045028113,0.041174334,-0.119049765,-0.09793099,0.0020755231,-0.014729409,0.004064679,-0.061997995,0.0071249753,0.009046413,0.22648485
138,1.2132661,1.0681745,1.1920807,1.096152,0.042854473,0.041454338,-0.11617204,-0.08840463,0.0032139942,-0.020491546,-0.0037916303,-0.061316386,0.010207705,0.009254269,0.24624807
